Country Name,Attribute,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Fixed broadband subscriptions,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net (BoP, current US$)",GDP (current US$),Gini index,GNI (current US$),GNI (constant 2015 US$),Gross national expenditure (% of GDP),Individuals using the Internet (% of population),"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor force with advanced education (% of total working-age population with advanced education),Labor force with basic education (% of total working-age population with basic education),"Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Secure Internet servers,Secure Internet servers (per 1 million people),Urban population (% of total population),Urban population growth (annual %),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Fixed broadband subscriptions (per 100 people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Column1,Data from database: World Development Indicators,Last Updated: 11/13/2024
Country Name,2008 [YR2008],100,100,100,,,,100,100,,100,,,15600,319.1,,5081479840,,4569703349,,,70,52.63,,,,,103.65,0.91,36.73,,,14.57,0.33,,,43.87,,,34000,96.05,,,
Country Name,2009 [YR2009],100,100,100,,,,,,,,,,16000,664.57,,4504375348,,3869164135,,,75,52.12,,,,,94.38,0.92,34.49,,,14.52,0.41,,,44.75,,,35000,98.11,,,
Country Name,2010 [YR2010],100,100,100,,,,75.47,97.88,,87.37,,,15300,587.84,,5082337238,,4285908797,,,80,50.42,,,,,111.05,0.88,36.02,137,3813.39,14.46,0.31,,,42.36,,,35500,98.81,,,
Country Name,2011 [YR2011],100,100,100,,,,92.81,95.62,,94.6,,,13600,460.21,,5739706005,,4532105463,,,85,53.68,,,,,100.74,0.89,43.68,272,7516.1,14.41,0.36,,,37.48,,,36970,102.16,,,
Country Name,2012 [YR2012],100,100,100,,,,,,,,,,14400,540.37,,5456102482,,3807892638,,,89.41,53.02,,,,,102.24,0.91,42.5,358,9806.88,14.37,0.57,,,39.39,,,36080,98.84,,,
Country Name,2013 [YR2013],100,100,100,,,,,,,,,,15000,18.07,,6391708311,,5110561612,,,93.8,52.22,,,,,,,,429,11655.71,14.33,0.59,,,40.68,,,38427,104.4,,,
Country Name,2014 [YR2014],100,100,100,,,,91.08,99.95,,,,,15600,140.29,,6657526980,,5374223245,,,95.21,51.95,,,,,92.25,0.87,37.49,535,14422.04,14.31,0.64,,,42,,,40652,109.59,,,
Country Name,2015 [YR2015],100,100,100,,,,,,,,,,15700,1282.61,,6268515276,,5162508404,5162508404,,96.64,50.64,,,,,105.75,0.85,33.54,579,15499.93,14.3,0.62,,,41.97,,,40950,109.62,,,
Country Name,2016 [YR2016],100,100,100,,,,,,,,,,15900,972.69,,6237302034,,5985930501,,,98.09,,,,,,100.25,0.85,35.02,661,17575.58,14.3,0.67,,,42.36,,,44298,117.79,,,
Country Name,2017 [YR2017],100,100,100,,,,,,,,,,16300,602.37,,6474308718,,6748709241,,,99.55,,,,,,90.44,0.87,35.62,904,23859.17,14.32,0.83,,,42.94,,,46402,122.47,,,
Country Name,2018 [YR2018],100,100,100,,,,,,,,,,16700,-1303.11,,6692620692,,6917596481,,,,,,,,,107.33,0.9,38.3,1333,34912.65,14.34,0.92,,,43.83,,,47272,123.81,,,
Country Name,2019 [YR2019],100,100,100,,,,,,,,,,17200,,,6436467007,,6269829690,,,93.15,,,,,,94.46,0.91,41.17,1826,47450.76,14.37,1.02,,,44.67,,,47748,124.08,,,
Country Name,2008 [YR2008],99.4,99.7,99.3,16,16.42,13.58,90.15,91.36,87.5,90.91,3733.63,2.14,590000,3.61,-1172513251,47797551588,35.7,46287801844,38903126753,111.61,55.22,30.02,82.3,15.01,49.81,,98.43,1,85.75,,,66.85,-0.92,1.4,0.8,18.45,54.06,56.53,5020000,155.77,,,
Country Name,2009 [YR2009],99.5,99.7,99.4,23.02,19.09,19.38,96.64,97.3,91.38,96.09,3622.29,2.42,634000,-0.96,964688371.8,37388122046,37.2,38232906589,34237743765,101.76,59.76,29.31,83.06,15.61,50.61,,99.08,1,89.25,,,66.84,-1.12,2.2,1.1,20.04,58.82,60.82,4960000,156,,,
Country Name,2010 [YR2010],99.7,100,99.5,18.68,19.71,15.52,95.81,95.18,83.03,92.37,3470.79,2.28,679000,2.97,-995861483.6,37128694028,33.6,36887284560,33891883079,102,62.12,28.42,84.2,14.23,50.77,,99.36,0.98,86.57,549,177.25,66.76,-2.22,1.5,0.9,21.93,63.86,64.46,4890000,155.81,,,
Country Name,2011 [YR2011],99.7,99.7,99.7,18.31,18.82,15.66,95.4,93.78,75.07,88.34,3529.92,2.37,728000,4.32,-1065438728,43535051482,32.5,42261715401,34867265846,102.69,63.64,28.16,84.04,14.08,50.4,100,99.1,0.98,84.06,757,249.99,66.74,-2.28,0.7,0.5,24.03,63.56,63.72,4940000,159.3,,,
Country Name,2012 [YR2012],100,100,100,21.06,19.15,18.57,94.79,91.96,75.31,87.52,3607.7,2.2,769000,1.58,-255287867.8,42927454291,35.1,41584616578,35893462086,99.39,67.23,29.29,83.24,14.1,50.48,,101.1,0.97,79.75,1344,449.83,66.86,-1.16,0.9,0.6,25.73,66.06,66.33,5000000,163.13,,,
Country Name,2013 [YR2013],100,100,100,21.16,19.64,18.98,94.65,,77.67,,3663.67,2.2,836000,1.65,-436800371.9,46523420074,35.3,45495776757,37415795875,98.55,68.45,31.51,83.44,14.78,49.89,,101.39,0.97,73.53,1882,636.31,66.99,-0.83,0.7,0.4,28.27,68.37,68.54,4570000,150.78,,,
Country Name,2014 [YR2014],100,100,100,21.09,19.42,19.18,94.14,91.02,73.38,86.04,3821.15,2.29,802000,0.74,188404473.2,48533659592,37.7,47960568992,39368260075,98.18,72.13,34.22,82.53,16.6,49.84,,101.04,0.97,68.9,2208,752.98,67.11,-0.68,1.3,0.6,27.34,72.11,72.16,4270000,142.49,,,
Country Name,2015 [YR2015],100,100,100,22.22,22.19,20.98,94.37,93.92,72.34,87.58,,2.29,833000,2.5,-680317054.7,41435533340,37.4,39940688842,39940688842,101,71.38,33.83,82.44,16.5,50.03,,98.68,0.97,67.74,3443,1185.23,67.23,-0.76,0.7,0.5,28.68,71.59,71.13,4180000,141.17,,,
Country Name,2016 [YR2016],100,100,100,26.39,25.05,25.13,92.81,92.44,92.42,93.13,,2.36,858000,2.74,-264618974.7,43047309306,38.4,41513241213,41435229334,99.28,74.38,35.34,83.37,15.6,50.01,,100.64,0.97,67.74,12556,4377.61,67.37,-1.07,1.3,0.7,29.9,74.67,74.05,4200000,143.33,,,
Country Name,2017 [YR2017],100,100,100,26.25,25.65,25.23,94.61,94.65,92.52,94.54,,2.37,799000,2.9,-932827114.8,47758736932,37.3,46031954862,43189020827,97.68,77.62,35.05,82.85,16.49,49.86,,101.58,0.97,68.39,36934,13058.25,67.52,-1.18,1,0.7,28.23,78.16,77,4360000,150.16,,,
Country Name,2018 [YR2018],100,100,100,26.53,24.67,25.59,92.34,93.54,93.75,93.6,,2.4,789000,2.42,-260129818.3,53751411409,35.7,52084496481,44648062454,98.18,79.72,36.48,83.09,17.77,49.62,,104.11,0.98,69.72,51176,18267.08,67.68,-0.71,0.9,0.4,28.14,79.9,79.53,3760000,130.89,,,
Country Name,2019 [YR2019],100,100,100,29.72,27.64,28.92,93.45,93.69,94.15,94.34,,2.57,790000,6.27,-1272922206,54808531641,35.3,52901803475,46821364099,94.69,81.58,37.32,83.34,18.64,49.79,,110.23,0.98,70.18,87889,31454.79,67.86,0,0.5,0.3,28.28,82.34,80.74,3700000,130.02,,,
Country Name,2008 [YR2008],100,100,100,21.27,14.84,21.19,80.72,81.17,,,15937.79,2.42,143000,12.09,31760369969,58844277702,32.6,46059035710,38921593485,69.22,82.23,29.02,78.07,37.72,43.6,,,1.02,10.67,,,87.8,2.23,0,0,29.28,73.78,90.58,707000,144.69,,,
Country Name,2009 [YR2009],100,100,100,24.39,17.49,24.29,84.57,85.53,,,14425.96,2.82,156000,50.04,17377315210,54467289898,31.2,34736149608,30840384228,67.68,87.31,32.96,79.7,38.45,43.51,,,,,,,88.18,2.28,0,0,31.34,82.5,92.07,720000,144.62,,,
Country Name,2010 [YR2010],100,100,100,27.03,17.74,26.94,85.29,86.89,,,16829.96,3.22,168000,69.61,-21630958283,56213985987,30.5,38203044612,35101044651,68.25,90.62,26.55,80.41,36.58,43.66,,87.86,1.02,18.2,606,1195.38,88.55,2.24,0,0,33.18,87.04,94.14,727000,143.37,,,
Country Name,2011 [YR2011],100,100,100,28.67,18.75,28.57,85.13,90.3,,,15586.08,2.66,170000,14.33,-34637687968,61696281326,32.1,42768242732,36448048775,69.74,90.03,25.15,79.35,38.44,44.06,,83.33,1.03,,800,1543.37,88.91,2.63,0.1,0,32.73,86.42,93.59,764973,147.62,,,
Country Name,2012 [YR2012],100,100,100,32.26,20.58,32.2,85.71,89.96,86.58,87.54,14703.94,3.17,170000,4.72,-94508556042,59776383527,34.3,45915520598,41394206204,69.36,91.95,27.07,79.54,38.41,44.47,,83.72,1.02,19.12,1232,2320.39,89.25,2.79,0,0,31.96,88.55,95.28,761314,143.49,,,
Country Name,2013 [YR2013],100,100,100,32.91,22.08,32.84,88.76,91.43,73.85,87.77,14193.17,2.68,177000,35.73,-1.52E+11,65203276467,32,46779637636,40209963182,67.77,93.78,26.35,79.17,38,44.42,,83.88,1.02,,1765,3248.31,89.57,2.67,0.1,0.1,32.48,91.8,95.7,788371,145.17,,,
Country Name,2014 [YR2014],100,100,100,31.97,22.83,31.92,93.28,88.46,69.47,88.2,13914.68,2.44,187000,29.16,37341977363,68804811898,31.2,49979926557,42454987070,67.86,94.67,27.49,79.68,36.24,44.63,,81.59,1.01,,2511,4513.6,89.88,2.7,0.1,0.1,33.58,93.59,95.72,802400,144.3,,,
Country Name,2015 [YR2015],100,100,100,33.43,24.97,33.37,93.11,91.97,74.66,90.15,,3.59,195000,75.63,78413284267,60071584216,32.9,38657980989,38657980989,67.46,96.38,35.51,79.6,43.58,45.58,,80.57,1.02,20.29,3133,5500.31,90.18,2.69,0.3,0.2,34.29,95.23,97.49,806800,141.69,,,
Country Name,2016 [YR2016],100,100,100,35.66,27.51,35.61,,,,,,3.92,203000,28.26,-18137436484,62216885436,31.7,41225831606,41001183453,66.24,98.14,30.46,79.41,39.42,45.46,,79.01,1.02,19.92,6678,11473.95,90.46,2.47,0.1,0.1,34.81,97.35,98.9,764000,130.97,,,
Country Name,2017 [YR2017],100,100,100,35.3,26.91,35.25,91,90.67,92.87,91.12,,3.4,215000,-41.65,1.20E+11,65712180343,34.5,47031112675,44855795443,68.3,97.36,30.77,81.07,36.62,46.34,,78.4,1.01,19.6,25651,43014.34,90.73,2.73,0.3,0.2,35.98,97.21,97.51,794000,133.16,,,
Country Name,2018 [YR2018],100,100,100,36.69,29.5,36.65,91.42,89.2,92.88,90.63,,2.94,224000,-117.37,-94267923708,71000359760,35.4,50751283868,45537979444,67.42,97.06,33.12,79.5,38.64,46.53,,76.7,1,19.39,26234,43151.57,90.98,2.21,0.3,0.1,36.89,95.97,98.11,798600,131.37,,,
Country Name,2019 [YR2019],100,100,100,39.88,32,39.84,87.41,88.39,95.51,88.77,,3.28,232000,234.25,65353736489,69890505324,34.2,47877349993,44390470175,69.53,97.12,34.62,79.61,39.47,45.92,,77.86,0.99,19.4,24716,39864.45,91.22,2.23,0.1,0.1,37.36,96.88,97.35,817810,131.91,,,
Country Name,2008 [YR2008],100,100,100,51.19,3.54,49.7,,,,,,2.79,122000,18.94,-3137936046,21027018333,,18426156250,22381910606,67.22,49.24,46.05,,,48.23,,91.85,0.96,48.17,,,100,2.63,,,22.68,47.14,51.45,932596,176.28,,,
Country Name,2009 [YR2009],100,100,100,46.17,2.76,43.66,,,89.58,90.64,,3.09,126000,-1.91,-180747531.1,21587786906,,19261804723,23720473656,56.53,54,52.66,91.82,68.74,48.71,,92.72,0.97,56.21,,,100,2.61,,,22.96,50.87,57.36,1040000,191.04,,,
Country Name,2010 [YR2010],100,100,100,43.75,2.14,42.54,,,50.23,58.46,,3.11,132000,12.85,-3909355169,28241798492,,24909534445,29412435713,45.09,55.2,51.35,91.16,67.81,48.44,,98.05,0.97,63.4,113,202.76,100,2.6,,,23.47,,,1120000,201.38,,,
Country Name,2011 [YR2011],100,100,100,45.32,1.93,43.89,,,35.79,43.44,,3.11,138000,4.76,-1389744507,36845888757,,31539491118,34768281649,42.21,60.2,51.89,90.8,68.51,48.84,96,97.12,0.97,70.35,145,253.94,100,2.43,,,23.91,57.7,62.96,1350000,236.99,,,
Country Name,2012 [YR2012],100,100,100,48.2,1.4,46.58,,,25.39,32.81,,3.2,145000,8.26,-2543347559,43189721377,,36351932899,38342668257,42.17,61.31,49.69,91.38,67.46,48.67,,101.94,0.98,53.93,215,368.93,100,2.04,,,24.61,60.47,62.21,1610000,276.86,,,
Country Name,2013 [YR2013],100,100,100,42.74,1.14,40.69,,,67.06,73.3,,3.24,152000,7.32,-1512066055,51536595089,,42782587363,44513189269,40.11,65.8,50.2,91.18,66.64,49.22,,97.82,0.98,61.86,240,404.47,100,1.8,,,25.35,65.38,66.2,1720000,290.25,,,
Country Name,2014 [YR2014],100,100,100,41.85,1.29,39.54,,,84.84,87.8,,3.22,161000,4.42,-1066297904,54902831794,,46126586913,46912000966,47.35,69.78,49.44,74.09,,49.23,,95.23,0.98,69.3,297,491.59,100,1.8,,,26.46,69.37,70.21,1860000,307.27,,,
Country Name,2015 [YR2015],100,100,100,40.8,1.37,38.22,,,89.05,90.78,,3.35,170000,1.08,-658054977.7,45048190598,,40245135855,40245135855,61.48,77.6,47.65,91.75,66.61,49.54,,91.79,0.98,76.17,453,736.3,100,1.82,,,27.31,76.32,78.93,1900000,308.19,,,
Country Name,2016 [YR2016],100,100,100,38.57,1.24,35.9,,,90.44,91.95,,3.18,178000,4.13,-1933341206,45070808689,,40643939811,40452413623,58.9,81.64,46.72,90.79,64.5,49.92,97,93.31,0.99,79.93,681,1086.67,100,1.84,,,28.06,80.87,82.5,1970000,314.35,,,
Country Name,2017 [YR2017],100,100,100,41.81,1.91,39.84,,,93.67,92.64,,3.21,186000,3.38,746730198.4,50383871121,,44837684421,44039896564,53.86,83.17,,,,49.71,,106.11,1,81.27,1108,1735.02,100,1.88,,,28.77,83.12,83.24,2050000,320.54,,,
Country Name,2018 [YR2018],100,100,100,42.76,1.24,40.92,,,80.18,81.23,,3.25,193000,3.13,-1763773718,55190661340,,48800564682,47230112516,50.53,83.79,,,,49.77,,95.62,1,76.79,1674,2571.46,100,1.92,,,29.31,83.79,83.77,2180000,335.06,,,
Country Name,2019 [YR2019],100,100,100,36.02,1.21,33.6,,,77.65,79.43,,3.22,200000,11.82,-5005583728,55082293844,,48730953711,46777018654,49.29,86.47,,,,49.88,,90.1,0.99,80.09,2669,4021.68,100,1.93,,,29.81,85.76,87.29,2790000,420.85,,,
Country Name,2008 [YR2008],18.3,1.4,56.4,54.26,38.18,47.33,87.9,94.86,88.11,89.97,,2.18,3490,10.58,-1089899435,10725137724,,10625319395,10201168651,118.94,1.65,,,,48.57,,64.91,0.96,3.27,,,30.67,4.98,,,0.02,,,4840000,23.57,,,
Country Name,2009 [YR2009],17.4,,68.6,51.92,43.1,47.55,,,,,,2.18,4580,13.45,-1267146401,9616879409,,9470022799,9740030769,121.66,1.63,,,,48.55,64.48,72.18,0.97,3.47,,,31.3,4.94,,,0.02,,,6280000,29.76,,,
Country Name,2010 [YR2010],12.3,,39.1,57.08,35.99,52,,,,,,2.17,5390,9.14,-868739719.3,9982711338,42.4,9803373259,9768503902,114.13,1.7,,,,48.54,,69.23,,3.62,6,0.28,31.94,4.88,80.2,40.2,0.02,,,7710000,35.49,,,
Country Name,2011 [YR2011],14.3,,61.5,46.26,22.01,39.09,91.99,86.95,86.16,90.63,,2.51,6850,7.06,-773203075.7,11551819618,,11339961189,9914936790,111.04,1.9,,,,48.52,,70.14,0.97,4.01,9,0.4,32.58,4.79,,,0.03,,,8680000,38.84,,,
Country Name,2012 [YR2012],18.7,,72.8,42.33,24.12,36.04,94.27,96.75,99.56,95.41,,2.9,31100,7.04,-778360509.8,11578975062,42.6,11207841558,10061181300,109.09,2.3,90.02,79.03,95.2,48.51,72,68.49,0.98,4.07,15,0.65,33.23,4.69,80.7,42.5,0.13,,,8780000,38.22,,,
Country Name,2013 [YR2013],12.9,,60.7,38.14,20.84,31.66,97.66,98.14,94.45,96.92,,3.19,38000,4.55,-550243247.3,12423555455,,12000180962,10268229568,109.82,3,,,,48.5,,67.54,,4.21,16,0.68,33.88,4.61,,,0.16,,,8460000,35.87,,,
Country Name,2014 [YR2014],23,1.7,63.2,33.26,19.02,24.85,,,,,,3.5,24800,2.98,-336112072.5,12522957399,,12173057216,10690221783,105.41,3.7,,,,48.49,,67.47,0.99,4.73,27,1.11,34.53,4.54,,,0.1,,,9710000,40.11,,,
Country Name,2015 [YR2015],23.8,1.7,64.3,32.7,21.19,24.82,,,92.06,,,3.85,23700,2.9,-246135354.5,11323020701,,10894778488,10894778488,104.44,4.17,74.69,69.24,89.78,48.47,,67.6,0.99,4.73,39,1.57,35.19,4.48,,,0.09,,,10700000,43.03,,,
Country Name,2016 [YR2016],22.9,,67.3,37.15,17.21,24.78,,,93.89,,,3.91,26400,4.56,-451114994.4,11848613858,,11379471782,11290115307,102.65,4.71,,,,48.54,,66.05,1,4.76,76,2.98,35.86,4.45,,,0.1,,,8000000,31.36,,,
Country Name,2017 [YR2017],24.1,,66.6,38,19.09,28.46,,,95.21,,,3.98,25100,3.53,-358890886.3,13176313594,,12760046042,11861149213,103.54,6.4,,,,48.6,,64.99,,5.24,126,4.81,36.52,4.42,,,0.09,,,8730000,33.36,,,
Country Name,2018 [YR2018],36.5,16,71.2,42.31,19.88,31.81,,,,,,4.01,27200,4.45,-494140097.6,13760033282,,13299570422,12203730309,106.33,8.7,,,,48.65,77,63.12,1.01,5.32,143,5.33,37.19,4.37,,,0.1,,,10700000,39.69,,,
Country Name,2019 [YR2019],31,13,60.7,42.04,18.05,29.5,,,,,,4.02,30000,3.36,-372693195.4,14104664679,,13612309668,12735635529,108.69,11.83,,,,48.71,,60.76,1.02,5.53,227,8.24,37.86,4.31,,,0.11,,,13000000,47.23,,,
Country Name,2008 [YR2008],7.8,2.8,35.5,36.41,13.14,26.24,,,,,,1.14,986,2.52,-176875328.4,7743617352,,7721247411,,,0.7,,,,50.12,,68.83,0.97,,,,15.33,3.47,,,0.01,,,1510000,10.85,,,
Country Name,2009 [YR2009],8.3,3.1,36.7,34.77,14.08,24.66,100,,,,,1.14,1030,0.55,-50460381.28,9009887947,,8953580339,,,1.07,,,,49.84,,69.61,0.98,,,,15.43,3.58,,,0.01,,,2490000,17.38,,,
Country Name,2010 [YR2010],8.7,3.9,34.7,35.14,14.16,23.96,98.25,85.03,97.94,95.05,,1.15,1090,0.96,-54710315.08,10128323011,45.5,10021166894,,,2.26,,,,49.54,61.31,69.35,0.99,0.74,3,0.2,15.54,3.63,68.4,30.7,0.01,,,3120000,21.18,,,
Country Name,2011 [YR2011],7.6,3,32.6,28.28,21.81,20.27,99.93,99.26,99.35,99.39,,1.15,1730,6.98,-811806625.9,11648142958,,11532861683,,,3.33,59.71,75.97,72.29,49.22,,71.07,1,0.85,5,0.33,15.67,3.68,,,0.01,,,3950000,26.09,,,
Country Name,2012 [YR2012],7.4,1.8,37.1,32.14,30.41,23.84,83.36,87.31,98.09,,,1.15,1240,-0.1,4343665.03,8773203178,,8638482885,,,4.35,,,,49.2,,73.93,0.99,,20,1.28,15.81,3.72,,,0.01,,,4650000,29.82,,,
Country Name,2013 [YR2013],9,3.8,36.6,41.9,37.73,35.42,84.16,91.39,,86.2,,1.15,8780,5.62,-455562539.6,8031571928,,7872142936,,,5.05,64.99,90.26,74.24,49.18,,78.07,0.99,,23,1.44,15.97,3.78,,,0.05,,,5290000,33.01,,,
Country Name,2014 [YR2014],11.9,5.3,46.1,40.52,30.45,34.9,98.6,96.01,95.41,97.1,,1.15,8560,6.8,-602822554.3,8801326169,,8640515835,,,5.83,,,,49.18,65.15,76.84,0.99,,31,1.88,16.13,3.82,,,0.05,,,5630000,34.18,,,
Country Name,2015 [YR2015],10.8,3.4,48.7,35.27,30.67,28.87,99.88,97.61,98.29,98.75,,1.15,5860,3.12,-292852668.8,9219474379,,8999698475,8999698475,,6,,,,49.19,62.14,,1,,38,2.24,16.31,3.87,,,0.03,,,6570000,38.77,,,
Country Name,2016 [YR2016],11,4.9,42,35.77,38.37,29.23,99.14,97.7,92.16,96.93,,1.14,8690,1.46,-119915635.2,7909868618,44.7,7886787910,,,6.3,,,,49.2,,35.64,1,,90,5.17,16.51,3.89,65.7,26,0.05,,,7180000,41.24,,,
Country Name,2017 [YR2017],12.7,3.7,57.5,35.7,33.43,31.55,,,,,,1.13,10800,1.01,-96859905.59,8943543677,,8790349567,,,7,48.92,71.15,63.33,49.21,,,1.01,,184,10.29,16.71,3.95,,,0.06,,,7770000,43.47,,,
Country Name,2018 [YR2018],18,11.7,49,34.85,35.59,31.63,,,,,,1.13,11400,0.78,-179252133.2,9880675786,,9716703079,,,8,,,,49.01,,,1,,279,15.19,16.94,4.01,,,0.06,,,7080000,38.53,,,
Country Name,2019 [YR2019],11.2,4.1,45.5,38.38,59.6,36.08,,,,,,1.12,11400,0.5,-31972746.43,11077305330,38.5,10810891332,,,14.6,,,,48.83,,76.29,0.99,,305,16.17,17.17,4.07,70.1,29.3,0.06,,,8900000,47.18,,,
Country Name,2008 [YR2008],99,98,99.4,36.81,26.69,36.37,99.61,99.49,99.38,99.44,3235.22,3.48,1330000,3.28,7827500376,2.31E+11,45.5,2.24E+11,,77.67,55.8,,,,34.78,,99.61,1.04,33.26,,,69.23,3.35,0.7,0.1,4.82,,,27700000,100.18,,,
Country Name,2009 [YR2009],99.3,97.9,99.9,38.79,26.81,38.31,91.63,92.69,70.64,84.5,3874.73,3.67,1550000,0.06,6626128852,2.02E+11,,1.98E+11,,79.73,55.9,,,,35.01,,101.76,1.04,35.24,,,70.08,3.2,,,5.52,,,30100000,106.83,,,
Country Name,2010 [YR2010],99.5,99,99.6,35,31.89,34.51,,99.99,66.65,,4071.94,3.79,2100000,4.27,4463611679,2.55E+11,,2.47E+11,,84.08,56.3,,,,34.92,93,98.59,1.04,36.68,1267,44.12,70.91,2.95,,,7.32,,,33900000,117.9,,,
Country Name,2011 [YR2011],99.5,98.8,99.8,35.79,34.18,35.35,100,99.98,76.62,94.35,4027.67,3.61,2510000,5.07,2988958790,2.98E+11,43.9,2.91E+11,,84.43,61,41.75,65.66,65.24,35.59,,99.68,1.04,35.66,1650,56.54,71.61,2.59,0.1,0,8.6,,,36700000,125.62,,,
Country Name,2012 [YR2012],99.8,99.5,99.9,37.23,36.87,36.92,95.35,90.12,82.65,89.55,4251.96,3.71,2920000,2.83,8001103526,3.14E+11,,3.03E+11,,89.24,65.8,,66,66.95,36.11,,105.5,1.03,36.93,2948,99.39,72.28,2.54,,,9.85,,,41300000,139.33,,,
Country Name,2013 [YR2013],99.6,98.7,99.9,38.63,35.89,38.4,98,91.2,81.1,90.46,4420.47,3.87,2940000,3.49,2111932222,3.23E+11,41.3,3.12E+11,,91.46,57.06,,67.31,68.96,37.35,,100.88,1.03,38.23,3604,119.6,72.93,2.49,0,0,9.74,55.37,58.64,43000000,142.71,,,
Country Name,2014 [YR2014],99.7,99,100,37.43,32.86,37.16,98.89,,,94.25,4539.5,3.69,3060000,3.14,5440442809,3.38E+11,,3.27E+11,,90.73,63.67,43.36,68.25,68.99,37.95,,100.01,1.04,38.68,4513,147.45,73.58,2.44,,,9.97,61.8,65.41,44900000,146.79,,,
Country Name,2015 [YR2015],99.9,99.5,100,40.24,35.21,39.88,99.09,,,94.39,,4.04,3060000,3.27,684808753.5,3.01E+11,41.1,2.93E+11,2.93E+11,92.47,71.06,42.67,69.33,68.95,38.14,,99.49,1.04,44.87,7079,227.85,74.21,2.36,0,0,9.81,69.02,72.97,44100000,141.96,,,
Country Name,2016 [YR2016],99.9,99.6,100,42.59,35.07,42.23,98.14,91.69,86.74,91.93,,3.43,2720000,4.47,-3372772123,3.01E+11,,2.93E+11,3.07E+11,93.35,78.79,42.94,69.25,69.09,38.36,95,96.04,1.04,46.4,29017,920.4,74.84,2.3,,,8.55,76.69,80.03,43500000,137.87,,,
Country Name,2017 [YR2017],100,99.9,100,41,35.99,40.41,99.16,91.06,81.68,92.09,,3.41,2690000,2.94,-3760088630,3.19E+11,,3.10E+11,3.25E+11,93.13,80.14,43.02,69.64,68.59,38.59,95,93.76,1.03,43.67,152966,4783.8,75.45,2.22,,,8.31,78.24,81.92,42300000,132.41,,,
Country Name,2018 [YR2018],100,100,100,39.1,36.21,38.73,99.4,92.86,83.53,93.36,,3.37,2700000,2.31,-2539145749,3.59E+11,41.2,3.48E+11,3.39E+11,93.29,81.2,43.77,70.46,68.3,38.7,95,92.41,1.05,45.28,180124,5559.51,76.04,2.09,0,0,8.19,78.73,83.52,42400000,130.91,,,
Country Name,2019 [YR2019],100,100,100,38.46,36.43,38.1,96.8,95.64,80.35,92.38,,3.3,2960000,2.51,-1626970695,3.65E+11,,3.56E+11,3.56E+11,92.47,84.19,45.78,71.74,67.85,38.75,95,93.65,1.04,43.2,214828,6548.83,76.61,1.99,,,8.86,82.37,85.85,44600000,135.96,,,
Country Name,2008 [YR2008],93.6,90.3,99.4,15.77,1.61,14.07,,,,,,3.97,15400,7.98,-181255431.8,2271646188,,1989697750,,,23.2,,,,32.26,,105.18,,11.38,,,35.61,4.71,,,4.57,,,435627,129.31,,,
Country Name,2009 [YR2009],99.9,99.9,99.9,17.46,1.8,16.59,99.75,99.72,99.68,99.74,,4.08,15400,6.74,-157963586.8,2345294875,38.4,2089951648,,,24.8,41.87,41.62,50.45,31.51,,109.32,,,,,36.02,4.69,3.8,0.8,4.42,,,457770,131.15,,,
Country Name,2010 [YR2010],99,98.7,99.6,16.56,2.79,15.54,98.82,98.75,98.08,98.74,,3.86,15600,8.36,-216468945.7,2588176055,,2276923141,,,26.53,,,,30.71,,104.89,,,9,24.89,36.43,4.67,,,4.31,,,494351,136.72,,,
Country Name,2011 [YR2011],99.1,98.7,99.7,34.33,2.75,33.71,98.82,98.88,92.95,98.56,,3.63,17600,15.27,-423530664,2774350240,,2479686376,,,34,,,,30,,101.26,,,11,29.38,36.85,4.63,,,4.72,,,530449,141.66,,,
Country Name,2012 [YR2012],99.2,98.9,99.8,38.11,2.63,37.75,98.69,98.63,99.68,98.81,,3.41,18100,7.9,-227976866.7,2886163997,,2614016252,,,38.93,,,,29.37,,93.09,,,30,77.41,37.27,4.57,,,4.67,,,560547,144.64,,,
Country Name,2013 [YR2013],99.4,99,99.9,40.61,2.39,40.19,99.31,99.31,99.84,99.39,,3.18,20400,10.95,-360816336.2,3295009238,,2931310320,,,44.1,,,,28.8,,89.14,,,33,82.35,37.69,4.46,,,5.09,,,625161,156.01,,,
