Country Name,Attribute,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Fixed broadband subscriptions,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net (BoP, current US$)",GDP (current US$),Gini index,GNI (current US$),GNI (constant 2015 US$),Gross national expenditure (% of GDP),Individuals using the Internet (% of population),"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor force with advanced education (% of total working-age population with advanced education),Labor force with basic education (% of total working-age population with basic education),"Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Secure Internet servers,Secure Internet servers (per 1 million people),Urban population (% of total population),Urban population growth (annual %),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Fixed broadband subscriptions (per 100 people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Column1,Data from database: World Development Indicators,Last Updated: 11/13/2024
Country Name,2010 [YR2010],99.7,99.5,100,35.53,22.55,35.13,97.2,99.29,89.24,96.72,2271.45,2.74,3250000,4.32,-6615343922,3.41E+11,39.4,3.27E+11,,93.33,22.4,46.73,87.76,71.86,45.79,96,,1.03,51.24,753,11.03,43.86,3.71,0.3,0,4.74,22.79,21.93,71700000,105.06,,,
Country Name,2011 [YR2011],99.3,99,99.7,36.43,18.49,36.19,96.28,91.18,82.67,94,2244.05,2.29,3900000,0.67,4702082850,3.71E+11,37.5,3.62E+11,,95.89,23.67,47.95,87.66,73.86,46.34,,,1.03,52.14,1022,14.87,44.7,2.55,0.1,0,5.64,23.88,23.45,77400000,112.71,,,
Country Name,2012 [YR2012],99.1,98.8,99.4,32.42,18.66,32.09,93.31,94.77,88.04,95.09,2396.94,2.36,4520000,3.24,1361534446,3.98E+11,39.3,3.79E+11,,97.65,26.46,47.5,87.75,73.97,46.11,,,1.03,50.21,2095,30.29,45.45,2.3,0.1,0,6.51,26.6,26.32,85000000,122.93,,,
Country Name,2013 [YR2013],99.4,99,99.9,35.32,17.44,34.92,97.1,95.78,86.38,95.04,2462.93,3.26,5190000,3.79,-3814466006,4.20E+11,37.8,3.93E+11,,96.37,28.94,44.13,85.69,71.2,45.58,94,,1.04,49.33,2649,38.07,46.19,2.24,0.1,0,7.43,29.05,28.82,93800000,134.88,,,
Country Name,2014 [YR2014],99.5,99.2,99.9,36.66,20.2,36.22,99.88,97.7,95.92,94.33,2483.56,2.97,5440000,1.22,766299562.5,4.07E+11,37,3.86E+11,,93.43,34.89,42.94,85.69,70.76,45.48,,,1.04,49.76,3555,50.81,46.94,2.16,0.1,0,7.75,34.9,34.87,97100000,138.79,,,
Country Name,2015 [YR2015],99.6,99.5,99.7,39.69,17.48,39.25,,,,,,2.85,6230000,2.22,-3936528344,4.01E+11,36,3.81E+11,3.81E+11,90.82,39.32,42.06,85.17,70.34,45.58,93,,0.95,,4768,67.83,47.69,2.06,0,0,8.83,38.93,39.72,103000000,146.44,,,
Country Name,2016 [YR2016],99.9,99.9,99.9,39.73,19.2,39.29,,,,,,2.82,7220000,0.84,9906454565,4.13E+11,36.9,3.94E+11,,87.98,47.51,41.58,84.23,70.04,45.59,91.98,,1,49.51,10103,143.09,48.45,2.01,0,0,10.19,46.95,48.09,120000000,169.49,,,
Country Name,2017 [YR2017],99.9,99.9,99.9,35.43,14.98,35.03,,,,,,2.75,8210000,1.82,5896855332,4.56E+11,36.4,4.36E+11,,88.16,52.89,40.84,83.91,69.48,45.53,,98.34,0.99,47.72,40023,564.51,49.2,1.95,0,0,11.53,52.09,53.74,122000000,171.41,,,
Country Name,2018 [YR2018],99.8,99.7,99.9,37.47,15.79,37.15,,,,,,2.68,9190000,2.71,3380091961,5.07E+11,36.4,4.82E+11,,90.28,56.82,41.63,83.81,69.89,45.58,94,99.13,1.02,46.54,66225,931.07,49.95,1.83,0,0,12.87,55.9,57.78,125000000,175.88,,,
Country Name,2019 [YR2019],99.9,99.9,99.9,38.78,15.94,38.46,,,,,,2.54,10100000,1.01,4644836019,5.44E+11,34.9,5.24E+11,,89.76,66.65,40.42,82.8,69.29,45.7,91.27,101.06,1,45.44,97741,1370.69,50.69,1.73,0.1,0,14.13,65.57,67.8,130000000,181.77,,,
Country Name,2008 [YR2008],43.1,28.4,82.7,83.46,36.37,20.61,,,80.03,,,1.68,71,6.12,-39697970.75,648523600,,3263558900,4486618956,216.56,1.5,,,,45.33,,96.18,0.95,,,,27.05,3.56,,,0.01,,,125002,11.98,,,
Country Name,2009 [YR2009],46.3,31.9,84.4,86.92,28.88,63.01,,,96.28,79.15,,1.7,471,6.6,-47954750.66,726937800,,2523605900,3557765425,239.35,2,,,,45.2,,83.45,0.95,16.4,,,27.39,3.38,,,0.04,,,350891,32.93,,,
Country Name,2010 [YR2010],38,20.6,83.4,89.93,19.31,76.81,,,100,90.29,,1.7,500,3.44,-4332806.77,881909300,,3324140000,4308226268,217.27,3,13.65,58.85,32.14,45.11,58,78.89,0.96,17.59,2,1.84,27.73,3.38,,,0.05,,,473020,43.46,,,
Country Name,2011 [YR2011],52.7,39,87.8,92.4,26.09,84.32,82.74,100,94.1,86.27,,1.57,550,4.71,-82058168.54,1042534600,,4581072400,5273395783,227.95,4,,,,45.12,,81.55,0.96,,2,1.8,28.08,3.47,,,0.05,,,614151,55.18,,,
Country Name,2012 [YR2012],56,42.6,89.5,83.69,24.36,65.3,96.1,92.59,93.18,94.99,,1.44,600,3.48,-27715777.18,1160555000,,4318281900,4652345565,214.25,7,,,,45.13,,85.84,0.97,,1,0.88,28.43,3.43,,,0.05,,,621000,54.58,,,
Country Name,2013 [YR2013],59.2,46.2,91.2,73.83,37.32,59.83,97.18,97.23,97.3,97.2,,1.34,700,4,-43190438.95,1395727400,,4151960900,4152998693,168.46,11,27.84,68.73,48.34,45.2,,91.42,0.98,,3,2.58,28.78,3.3,,,0.06,,,650000,55.96,,,
Country Name,2014 [YR2014],62.4,49.8,93.2,65.34,39.65,56.32,96.98,93.78,95.4,95.96,,1.23,1030,2.34,-21238824.86,1447535200,28.7,3337734900,3404787902,173.59,17.5,,,,45.25,,96.39,1,,7,5.91,29.13,3.21,24.4,5.1,0.09,,,1380000,116.11,,,
Country Name,2015 [YR2015],67.3,55.6,95.2,72.22,7.81,50.83,,,,,,1.13,1030,2.7,-30328700,1595205100,,2793382100,2793382100,153.81,18.6,23.09,52.6,44.76,45.28,,101.39,1,,11,9.12,29.49,2.97,,,0.09,,,1380000,114.17,,,
Country Name,2016 [YR2016],76.5,67.2,98.4,68.72,3.76,57.2,,,,,,1.04,,0.33,7188000,1652603700,,2232596900,2237714790,153.6,21.2,39.73,70.83,64.09,45.27,65.78,97.63,1,,14,11.43,29.85,2.76,,,0.05,,,1490000,121.85,,,
Country Name,2017 [YR2017],79.5,70.9,99.4,49.69,2.43,29.77,,,,,,1.03,3350,0.42,-6715937.47,1598208400,,2270974000,2272080102,153.37,24.2,,,,45.33,,97,1.01,,15,12.07,30.21,2.72,,,0.27,,,1560000,125.21,,,
Country Name,2018 [YR2018],85.2,78.8,99.7,53.29,1.44,39.31,,,,,,1.02,70,3.06,-47925664.57,1566157200,,2245937300,2261815332,158.57,27.6,,,,45.35,,100.6,1.01,,37,29.32,30.58,2.69,,,0.01,,,1470000,116.38,,,
Country Name,2019 [YR2019],90.6,86.5,100,65.17,1.24,64.71,,,,,,1.02,89,-11.79,238994863.1,2027034000,,3131177400,3020289731,128.26,28,,,,45.14,,102.62,1.03,,49,38.27,30.95,2.66,,,0.01,,,1430000,111.31,,,
Country Name,2008 [YR2008],31.8,12.9,64.7,14.12,36.48,13.74,98.46,97.51,,,102.53,1.51,1910,1.11,-39982059.07,4578849658,,4563715130,3875824822,112.22,2.4,,,,47.54,,65.18,,,,,36.59,4.15,,,0.03,,,1550000,24.9,,,
Country Name,2009 [YR2009],33.7,13.9,67.2,16.04,34.82,15.93,98.78,96.91,,98.04,121.28,1.56,4170,0.98,-11158565.57,4721890900,,4702775175,4083079645,111.06,2.6,,,,47.51,57,64.67,,,,,37.06,4.07,,,0.06,,,2190000,34.18,,,
Country Name,2010 [YR2010],30.8,9.3,66.5,16.93,27.7,15.1,85,95.55,97.59,89.39,121.27,1.62,27200,2.63,-48688923.54,4746389532,,4722896939,4318464491,111.92,3,,,,47.5,,68.77,,9.12,1,0.15,37.53,3.94,,,0.4,,,2600000,39.6,,,
Country Name,2011 [YR2011],39.7,16.3,77.9,18.39,23.98,17.32,88.93,98.62,92.78,92.22,131.73,1.67,34000,13.44,536858860,5422442166,46,5656293246,4787661650,115.31,3.5,64.78,64.48,85.54,47.48,60,70.24,,9.9,2,0.3,38.03,3.98,58.9,26.7,0.49,,,2700000,39.94,,,
Country Name,2012 [YR2012],39.1,15.8,76.3,13.84,16.82,12.89,80.84,98.92,100,86.99,141.19,2.12,41500,2.24,298794841.1,5413544659,,5419520493,4887035603,110.28,4,,,,47.49,,73.8,,10.96,3,0.43,38.55,3.95,,,0.58,,,3310000,47.82,,,
Country Name,2013 [YR2013],41,17.1,78.1,8.44,15.24,8.34,97.93,97.67,100,98.31,141.28,2.61,6920,3.05,-204279159.4,6021732977,,6046989121,5187492536,114.47,4.5,,,,47.53,,77.32,,11.09,6,0.84,39.06,3.89,,,0.09,,,4260000,59.99,,,
Country Name,2014 [YR2014],45.7,21.1,83.2,9.92,18.47,9.92,99.59,98.66,88.39,97.7,151.47,3.11,12600,0.84,304949943.8,6393318262,,6439476564,5496207023,113.18,5.7,,,,47.6,,83.58,,10.77,18,2.47,39.58,3.85,,,0.17,,,4520000,61.96,,,
Country Name,2015 [YR2015],44.7,19.8,82,7.87,27.39,7.75,99.25,95.53,90.98,97.48,,3.58,66100,4.48,90793247.47,5755461035,43,5887730069,5887730069,116.25,7.12,54.88,65.86,83.19,47.69,64,,,11.04,22,2.94,40.1,3.81,54.7,23.5,0.86,,,4860000,64.97,,,
Country Name,2016 [YR2016],46.8,21,84.4,12.95,30.5,12.95,99.21,96.93,90.3,97.58,,3.78,48800,-0.76,303274601.8,6071170959,,6114776688,6041132743,113.54,11.31,,,,47.8,,93.82,,12.32,26,3.39,40.63,3.79,,,0.62,,,5510000,71.86,,,
Country Name,2017 [YR2017],48,19.5,88.8,16.21,32.07,16.21,,,99.59,,,3.94,50600,1.39,-121134497.1,6387422518,,6392420307,6243342569,107.86,12.36,25.17,78.29,49.99,47.93,,92.55,0.87,12.52,35,4.46,41.16,3.77,,,0.63,8.61,16.31,6070000,77.3,,,
Country Name,2018 [YR2018],50,26.3,83.1,15.21,32.73,14.96,,,,,,4.09,26200,-2.57,251178478.8,7029300383,42.5,7048636180,6555607155,108.91,15.5,,,,48.09,,90.14,,13.1,61,7.58,41.7,3.74,28.4,8.5,0.32,,,6140000,76.36,,,
Country Name,2019 [YR2019],52.5,23.9,91.6,14.59,31.89,14.23,,,,,,4.23,31900,4.94,-302854863.6,6992700101,,7014819501,6881202045,108.52,20.73,45.6,85,71.44,48.27,67,86.7,,13.32,159,19.29,42.25,3.71,,,0.38,,,6240000,75.69,,,
Country Name,2008 [YR2008],91.2,89.3,97.4,23.87,21.03,6.73,,,,,,13.86,721,6.25,-21287380.95,344436582.1,,350231171.2,,143.8,8.11,,,,38.96,,,0.99,,,,23.28,0.51,,,0.67,,,50472,47.2,,,
Country Name,2009 [YR2009],92,90.3,97.6,30.95,21.67,15.09,,,,,,13.88,1000,0.08,-724818.47,312377678.8,37.5,322166871.7,,151.59,10,,,,39.16,,,1.11,,,,23.34,0.43,1.3,0.3,0.93,,,53000,49.47,,,
Country Name,2010 [YR2010],92.8,91.2,97.9,23.91,19.36,17.6,,,,,,13.88,1100,1.27,-4661006,366832215.2,,378768090.9,,147.18,16,,,,39.38,,,1.02,,1,9.31,23.39,0.45,,,1.02,,,54300,50.57,,,
Country Name,2011 [YR2011],92.2,90.6,97.3,29.02,18.29,19.49,,,,,,13.9,1300,1.84,-7641551.96,414533117.7,,426548682.7,,145.29,25,,,,39.61,99,,0.97,,1,9.29,23.44,0.44,,,1.21,,,55000,51.11,,,
Country Name,2012 [YR2012],92.8,91.3,97.7,41.32,17.31,35.2,,,,,,13.9,1500,-0.18,841513.98,470705196.4,,484563982.5,434297232.7,144.72,30,,,,39.8,,105.91,1.01,,3,27.91,23.44,-0.13,,,1.4,,,56000,52.09,,,
Country Name,2013 [YR2013],95.1,94.1,98.5,45.82,21.81,40.95,,,,,,13.9,1700,1.39,-2893639.86,450650633,,461951651.1,433690721.3,140.16,32.75,,,,39.93,,118.19,1.01,,3,28.01,23.38,-0.61,,,1.59,,,57500,53.69,,,
Country Name,2014 [YR2014],95.9,95,98.7,28.72,14.91,26.01,,,,,,13.95,1800,3.01,-12411564.45,439877614.4,,443073544.5,435023793.2,140.77,35.95,,,,40.07,,,1.03,,4,37.51,23.33,-0.67,,,1.69,,,68000,63.77,,,
Country Name,2015 [YR2015],100,100,100,26.59,8.07,22.91,,,,,,13.93,2460,1.45,-6568362.56,437003078.6,33.5,441518253.7,441518253.7,146.11,38.65,,,,40.25,,,1.01,,11,103.65,23.28,-0.7,1.8,0.4,2.32,,,73493,69.25,,,
Country Name,2016 [YR2016],97,96.5,98.6,33.69,14.47,30.88,,,,,,13.92,3000,3.95,-16616625.78,420548712.4,,422787258.9,468334502,140.8,39.95,,,,40.42,,,,,14,132.44,23.22,-0.62,,,2.84,,,80000,75.68,,,
Country Name,2017 [YR2017],98.2,97.8,99.6,34.24,17.5,29.51,,,,,,13.88,3000,-3.4,16243486.12,460374354.8,,478636684.6,500607811.6,142.57,46.2,,,,40.57,,,,,21,199.21,23.17,-0.5,,,2.85,,,107938,102.39,,,
Country Name,2018 [YR2018],99,98.8,99.8,34.38,24.31,30.02,,,,,,13.86,2520,4.75,-22555816.41,488906838.6,,518922419,511173598.3,140.5,53.4,28.31,70.35,50.06,40.73,,,,,18,171.18,23.13,-0.42,,,2.39,,,107938,102.65,,,
Country Name,2019 [YR2019],98.4,97.9,100,30.42,20.19,25.61,,,,,,13.81,3700,-1.19,7577273.57,512053692.1,,553365042.2,526073925.8,138.5,61.79,,,,40.82,91.05,,1.05,,24,228.68,23.11,-0.29,,,3.5,,,62104,59.17,,,
Country Name,2008 [YR2008],100,100,100,35.18,8.52,22.14,,,,,5389.85,4.69,85400,10.05,-2100800000,27871587350,,26643587350,,,34.8,52.13,,,42.32,,88.74,,,,,54.4,0.23,,,6.23,,,1810000,129.68,,,
Country Name,2009 [YR2009],99,100,100,32.22,9.05,22.4,,,,,5389.7,4.78,130000,3.7,-709100000,19172165226,,18155065224,,,44.3,50.45,,,41.72,,89.74,,,,,54.21,0.25,,,9.43,,,1850000,131.77,,,
Country Name,2010 [YR2010],100,100,100,30.87,6.51,27.49,,,,,5828.56,4.96,163000,2.48,-549400000,22157948396,,21078448388,,,48.5,46.43,71.65,48.98,41.75,,87.23,,,59,41.84,54.03,0.3,,,11.74,,,1890000,134.32,,,
Country Name,2011 [YR2011],97.5,100,98.4,53.85,27.89,53.24,,,,,6006.25,4.5,172000,0.16,26164347.69,25433011405,,22613157193,,,55.2,44.89,70.3,47.35,41.37,,,,,82,57.75,53.84,0.34,,,12.35,45.78,41.94,1830000,128.6,,,
Country Name,2012 [YR2012],100,100,100,55.01,17.41,54.23,,,,,6217.24,4.34,201000,-6.97,2093764923,27334581560,,25038329212,,,57.5,45.27,71.61,48.18,42.61,,,,,142,99.27,53.67,0.42,,,14.35,,,1880000,131.69,,,
Country Name,2013 [YR2013],100,100,100,55.98,17.64,55.1,,,,,6434.94,5.3,212000,-3.94,1192470203,28709988700,,27143126160,,,59.9,45.25,72.5,46.63,42.56,,,,,181,125.63,53.53,0.46,,,15.04,,,1940000,134.92,,,
Country Name,2014 [YR2014],100,100,100,56.71,22.55,55.73,,,,,6661.1,4.74,248000,2.23,-679121151.9,29699968761,,27976690182,,,62.4,44.29,73.05,47.09,42.77,,,,,236,162.68,53.41,0.47,,,17.46,,,1980000,136.53,,,
Country Name,2015 [YR2015],100,100,100,56.25,13.07,55.51,,,,,,5.47,279000,0.65,-48490372.1,27026080987,,26786443866,26786443866,,65.1,43.61,71.16,45.02,42.24,,,,,369,252.71,53.32,0.48,,,19.49,,,2120000,145.42,,,
Country Name,2016 [YR2016],100,100,100,59.65,9.27,58.99,,,,,,5.37,256000,-0.1,-1741016.32,23713671528,,23288692363,,,67.8,41.54,71.11,42.53,42.96,,,,,412,280.4,53.25,0.5,,,17.79,,,2170000,147.4,,,
Country Name,2017 [YR2017],100,100,100,66.77,10,66.35,,,,,,4.94,327000,-1.96,458846327.4,24040299978,,24089299978,,,70.6,,,,43.05,,,,,402,271.88,53.21,0.54,,,22.61,,,2030000,137.33,,,
Country Name,2018 [YR2018],100,100,100,57.44,10.9,56.81,,,,,,4.52,342000,-2.85,765227464.7,24569079488,,23869079488,,,72.8,,,,42.9,,,,,391,259.85,53.18,1.71,,,23.27,,,1970000,131.09,,,
Country Name,2019 [YR2019],100,100,100,48.57,11.15,47.46,,,,,,4.16,339000,0.77,-69813770.23,23775754305,,23168754305,,,75,38.65,69.29,40.93,42.91,,,,,436,286.85,53.19,1.01,,,22.85,,,2160000,142.35,,,
Country Name,2008 [YR2008],99.4,98.8,99.7,20.42,11.89,16.75,,,82.41,89.99,1159.32,5.85,227000,5.8,-2600674976,44859439902,,42362000484,37979733513,103.03,27.53,30.76,65.47,55.6,27.27,78,89.1,1.05,32.53,,,66.09,1.37,,,2.16,,,8600000,80.54,,,
Country Name,2009 [YR2009],99.5,99.1,99.7,24.24,15.82,19.71,,,75.52,88.02,1243.54,7.24,373000,3.51,-1525244858,43455740497,,41333728315,39325014618,102.94,34.07,29.6,67.28,55.47,27.14,,86.7,1.05,34.06,,,66.38,1.4,,,3.5,,,9800000,90.84,,,
Country Name,2010 [YR2010],99.5,98.6,99.9,24.86,18.43,20.43,,,76.42,89.65,1332.44,6.74,482000,2.89,-1334497695,46206091938,35.8,44139124354,40083031114,104.12,36.8,31.19,67.43,54.39,26.98,79,98.04,1.05,34.64,66,6.06,66.66,1.44,1.5,0.3,4.48,,,11100000,102.01,,,
Country Name,2011 [YR2011],99.5,98.9,99.8,21.29,20.77,16.68,,,,,1288.19,5.84,559000,0.9,-432666011.6,48123325825,,45963001045,39288737976,108,39.1,31.99,69.8,53.85,26.85,80,,1.04,34.49,82,7.43,66.94,1.67,,,5.14,,,12400000,112.28,,,
Country Name,2012 [YR2012],99.5,98.5,100,22.17,19.44,16.78,96.21,93.47,,,1367.59,6.92,527000,3.29,-1554269129,47311401813,,45406928008,41175731082,109.73,41.44,35.15,63.57,53.84,27.51,80,,,34.28,117,10.47,67.22,1.7,,,4.79,,,12800000,114.94,,,
Country Name,2013 [YR2013],99.7,99.1,100,20.9,21.32,16.75,,,,,1382.09,7.13,520000,2.17,-1058622582,48685446414,,46623799470,42126208430,109.37,43.8,33.25,63.49,52.64,27.48,,95.9,,33.02,170,15.04,67.5,1.53,,,4.67,,,12700000,112.5,,,
Country Name,2014 [YR2014],99.8,99.4,100,22.49,19.66,15.32,,,,,1408.09,5.95,568000,2.04,-1024754444,50271812921,,48568157922,43809891026,110.21,46.16,29.03,55.18,49.74,27.86,79,97.02,,33.08,225,19.69,67.77,1.54,,,5.03,,,14300000,124.98,,,
Country Name,2015 [YR2015],99.9,99.9,99.9,23.83,23.65,15.38,,,,,,6.74,574000,2.12,-970521888.7,45779494042,32.8,44599350029,44599350029,110.45,46.5,28.88,67.23,52.03,28.26,,97.26,,33.06,214,18.52,68.06,1.54,0.1,0,5.03,,,14600000,126.29,,,
Country Name,2016 [YR2016],100,100,100,23.66,24.59,14.95,,,,,,6.22,640000,1.4,-622569482.2,44360072680,,43403523130,45287950449,110.5,49.6,31,66.09,51.88,28.82,,91.18,1.07,31.19,1045,89.43,68.35,1.53,,,5.55,,,14300000,122.22,,,
Country Name,2017 [YR2017],100,100,100,21.21,22.57,13.55,,,,,,5.96,802000,1.92,-810936482.8,42163530591,,41171063372,46226552272,112.37,55.5,30.32,66.58,51.16,28.84,,86.93,,31.02,2450,207.43,68.64,1.5,,,6.88,,,14300000,121.36,,,
Country Name,2018 [YR2018],99.8,99.6,99.9,23.13,54.74,17.18,,,,,,5.77,1010000,2.32,-976709557,42686580021,,41650260478,47418686532,112.9,64.19,,,,28.91,79.48,,,31.14,3657,306.46,68.95,1.46,,,8.62,,,14800000,123.77,,,
Country Name,2019 [YR2019],100,100,100,23.38,52.26,18.1,,,,,,5.42,1190000,1.94,-809966779.9,41905540184,,40813336001,48088059542,110.43,66.7,36.58,70.3,53.62,28.93,81,,,31.82,3169,263,69.25,1.42,,,10.05,61.11,72.46,14800000,122.59,,,
Country Name,2008 [YR2008],99.7,99.9,99.6,21.11,9.12,15.99,,,,,2401.13,5.9,5760000,2.58,-17302000000,7.70E+11,,7.63E+11,,103.42,34.37,38.14,76.53,46.24,25.9,,,0.93,40.77,,,69.65,2.13,,,8.04,25.09,43.96,65800000,92.29,,,
Country Name,2009 [YR2009],99.7,99.9,99.7,23.21,8.2,17.84,,,,,2291.63,5.68,6450000,1.32,-7032000000,6.49E+11,,6.42E+11,,100.05,36.4,38.69,76.86,46.85,27.02,91,,0.94,46.94,,,70.24,2.22,,,8.9,26.34,46.77,62800000,86.92,,,
Country Name,2010 [YR2010],100,100,100,22.56,7.65,17.56,,,,,2463.86,5.32,7100000,1.17,-7617000000,7.77E+11,,7.70E+11,,104.31,39.82,38.33,77.76,48.09,28.09,93,,0.95,56.75,6245,85.38,70.83,2.35,,,9.68,29.86,50.08,61800000,84.39,,,
Country Name,2011 [YR2011],100,100,100,23.52,8.11,18.06,90.75,88.54,79.03,86.19,2666.74,5.16,7590000,1.93,-13812000000,8.39E+11,,8.32E+11,,107.32,43.07,39.26,78.39,49.18,28.74,94,,0.95,61.52,8689,117.07,71.4,2.28,,,10.23,33.47,52.9,65300000,88.07,,,
Country Name,2012 [YR2012],100,100,100,26.1,7.01,20.18,89.08,87.84,75.46,84.45,2749.71,4.99,7870000,1.56,-9638000000,8.81E+11,,8.74E+11,,104.11,45.13,38.21,78.11,49.03,29.37,95,,0.96,70.1,16733,222.58,71.97,2.07,,,10.46,34.68,55.8,67700000,89.91,,,
Country Name,2013 [YR2013],100,100,100,41.42,10.3,39.25,89.27,86.84,79.16,85.01,2747.58,4.63,8890000,1.42,-9927000000,9.58E+11,,9.49E+11,,104.94,46.25,39.64,79.19,49.34,30.11,95,103.34,0.98,79.65,20046,263.25,72.53,2.06,,,11.64,36.07,56.6,69700000,90.97,,,
Country Name,2014 [YR2014],100,100,100,44.01,10.42,41.1,86.36,84.89,78.28,83.28,2848.97,4.52,8870000,1.42,-6287000000,9.39E+11,,9.31E+11,,103.36,51.04,40.85,79.07,49.38,29.95,95,99.08,0.98,87,23067,298.87,73.08,2.1,,,11.36,41.35,60.81,71900000,92.03,,,
Country Name,2015 [YR2015],100,100,100,42.34,10.87,39.49,89.14,85.86,80.56,84.81,,4.54,9500000,2.23,-14167000000,8.64E+11,,8.55E+11,8.55E+11,102.03,53.75,42.02,79.6,49.65,30.65,96,98.83,0.98,95.56,28548,364.98,73.61,2.06,,,11.88,44.04,63.54,73600000,92.46,,,
Country Name,2016 [YR2016],100,100,100,42.22,11.11,39.16,90.68,86.59,80.47,85.78,,4.55,10500000,1.59,-10697000000,8.70E+11,,8.61E+11,,102.16,58.35,42.43,79.55,50.14,31.21,96,134.55,0.98,103.72,103855,1310.01,74.13,2.05,,,12.86,49.17,67.59,75100000,92.65,,,
Country Name,2017 [YR2017],100,100,100,41.08,10.81,38.6,92.37,88.7,81.67,87.39,,4.51,11900000,1.3,-8487000000,8.59E+11,43.5,8.48E+11,,103.68,64.68,43.33,80.04,50.64,31.81,96,92.6,0.96,110.53,271843,3384.81,74.64,1.98,0.3,0.1,14.35,56.64,72.77,77800000,94.77,,,
Country Name,2018 [YR2018],100,100,100,40.45,9.98,38.15,88.9,85.97,84.22,85.87,,4.46,13400000,1.6,-8845000000,7.79E+11,42.4,7.68E+11,,100.15,71.04,43.98,79.32,51.09,32.14,,91.04,0.98,115.46,356867,4383.73,75.14,2.02,0.4,0.1,15.88,63.93,78.18,80100000,96.75,,,
Country Name,2019 [YR2019],100,100,100,43.66,9.82,41.21,91.85,91.19,90.03,91,,4.47,14200000,1.25,-6496000000,7.61E+11,43.8,7.49E+11,,97.04,73.98,44.42,79.19,50.15,32.47,97,96.63,0.97,117.01,453706,5494.18,75.63,2.08,0.5,0.1,16.67,67.6,80.4,80800000,96.78,,,
Country Name,2008 [YR2008],99.6,99.5,99.7,,,,,,,,2241.92,3.22,75,6.63,,19271523179,,18235683677,,76.03,1.75,,,,52.22,,,,,,,47.87,2.09,,,0,,,1140000,22.26,,,
Country Name,2009 [YR2009],99.7,99.6,99.8,,,,,,,,2274.87,3.24,465,22.52,,20214385965,,18957543860,,68.29,1.95,,,,52.22,,,,,,,48.17,2.21,,,0.01,,,2130000,41.17,,,
Country Name,2010 [YR2010],100,100,100,,,,,,,,2300.32,3.24,723,16.08,,22583157895,,20689157895,,64.05,3,,,,52.24,,,,,1,0.19,48.49,2.33,,,0.01,,,3200000,60.7,,,
Country Name,2011 [YR2011],99.8,99.7,99.9,,,,,,,,2328.01,3.25,1100,11.6,,29233333333,,26406333333,,66.36,5,,,,52.31,,,,,1,0.19,48.83,2.43,,,0.02,,,5300000,98.87,,,
Country Name,2012 [YR2012],99.9,99.8,100,,,,,,96.81,66.31,2343.97,3.25,1400,8.9,,35164210526,,31835210526,,68.22,7.2,,,,52.36,,,,,3,0.55,49.18,2.52,,,0.02,,,5900000,108.08,,,
Country Name,2013 [YR2013],99.9,99.9,100,,,,,,,,2452.3,3.25,1800,7.3,,39197543860,,35782543860,,,9.6,,,,52.41,,,,,2,0.36,49.54,2.58,,,0.03,,,6130000,110.17,,,
Country Name,2014 [YR2014],100,100,100,,,,,,,,2585.66,3.23,2300,8.8,,43524210526,,39603210526,,,12.2,,,,52.47,,,,7.81,4,0.71,49.92,2.6,,,0.04,,,7210000,127.25,,,
Country Name,2015 [YR2015],100,100,100,,,,,,,,,3.21,28200,8.5,,35799714286,,33705628571,33705628571,,15,,,,52.5,,,,,12,2.08,50.32,2.6,,,0.45,,,7840000,135.99,,,
Country Name,2016 [YR2016],100,100,100,,,,,,,,,3.19,46700,6.2,,36169428571,,35225885714,,,17.99,,,,52.53,,,,,11,1.87,50.73,2.57,,,0.73,,,8580000,146.12,,,
Country Name,2017 [YR2017],100,100,100,,,,,,,,,3.17,75200,5.5,,37926285714,,36352285714,,,21.25,,,,52.56,,,,,26,4.36,51.15,2.52,,,1.16,,,9377000,157.11,,,
Country Name,2018 [YR2018],100,100,100,,,,,,,,,3.14,114000,3.94,,40765428571,,39048469257,,,,,,,52.6,,,,,35,5.77,51.59,2.46,,,1.71,,,5840000,96.32,,,
Country Name,2019 [YR2019],99.9,99.9,99.9,,,,,,,,,3.11,177000,4.1,,45232857143,,44588356857,,,,,,,52.64,,,0.98,12.98,119,19.32,52.05,2.41,,,2.6,,,6000000,97.46,,,
